Probe.Set.ID	UniGene.ID	Gene.Title	Gene.Symbol	RefSeq.Transcript.ID
216921_s_at	Hs.73082	keratin, hair, acidic, 5	KRTHA5	NM_002280 
216922_x_at	Hs.558522	deleted in azoospermia 1 /// deleted in azoospermia 3 /// deleted in azoospermia 2 /// deleted in azoospermia 4	DAZ1 /// DAZ3 /// DAZ2 /// DAZ4	NM_001005375 /// NM_001005785 /// NM_001005786 /// NM_004081 /// NM_020363 /// NM_020364 /// NM_020420 
216923_at	Hs.435570	cyclin-dependent kinase-like 5	CDKL5	NM_003159 
216924_s_at	Hs.73893	dopamine receptor D2	DRD2	NM_000795 /// NM_016574 
216925_s_at	Hs.73828	T-cell acute lymphocytic leukemia 1	TAL1	NM_003189 
216926_s_at	Hs.112751	KIAA0892	KIAA0892	NM_015329 
216927_at	Hs.112751	KIAA0892	KIAA0892	NM_015329 
216928_at	Hs.73828	T-cell acute lymphocytic leukemia 1	TAL1	NM_003189 
216929_x_at	Hs.495420	ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)	ABO	NM_020469 
216930_at	Hs.567251	transcription factor 1, hepatic; LF-B1, hepatic nuclear factor (HNF1), albumin proximal factor	TCF1	NM_000545 
216931_at	Hs.544229	(clone Z146) retinal mRNA, 3' end and repeat region	---	--- 
216932_at	---	---	---	--- 
216933_x_at	Hs.158932	adenomatosis polyposis coli	APC	NM_000038 
216934_at	---	---	---	--- 
216935_at	Hs.516420	chromosome 1 open reading frame 46	C1orf46	XM_371314 
216936_at	---	---	---	--- 
216937_s_at	Hs.567248	retinoschisis (X-linked, juvenile) 1	RS1	NM_000330 
216938_x_at	Hs.73893	dopamine receptor D2	DRD2	NM_000795 /// NM_016574 
216939_s_at	Hs.483773	5-hydroxytryptamine (serotonin) receptor 4	HTR4	NM_000870 /// NM_199453 
216940_x_at	---	---	---	--- 
216941_s_at	Hs.128275	TATA box binding protein (TBP)-associated factor, RNA polymerase I, B, 63kDa	TAF1B	NM_005680 
216942_s_at	Hs.34341	CD58 antigen, (lymphocyte function-associated antigen 3)	CD58	NM_001779 
216943_at	---	---	---	--- 
216944_s_at	Hs.443239	inositol 1,4,5-triphosphate receptor, type 1	ITPR1	NM_002222 
216945_x_at	Hs.397891	PAS domain containing serine/threonine kinase	PASK	NM_015148 
216946_at	Hs.351874	major histocompatibility complex, class II, DO alpha	HLA-DOA	NM_002119 
216947_at	Hs.471419	desmin	DES	NM_001927 
216948_at	---	---	---	--- 
216949_s_at	Hs.527862	polycystic kidney disease 1 (autosomal dominant)	PKD1	NM_000296 /// NM_001009944 
216950_s_at	Hs.77424	Fc fragment of IgG, high affinity Ia, receptor (CD64)	FCGR1A	NM_000566 
216951_at	Hs.77424	Fc fragment of IgG, high affinity Ia, receptor (CD64)	FCGR1A	NM_000566 
216952_s_at	Hs.515042	lamin B2	LMNB2	NM_032737 
216953_s_at	Hs.555896	Wilms tumor 1	WT1	NM_000378 /// NM_024424 /// NM_024425 /// NM_024426 
216954_x_at	Hs.409140	ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (oligomycin sensitivity conferring protein)	ATP5O	NM_001697 
216955_at	Hs.558404	TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 250kDa	TAF1	NM_004606 /// NM_138923 
216956_s_at	Hs.411312	integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41B)	ITGA2B	NM_000419 
216957_at	Hs.462492	ubiquitin specific peptidase 22	USP22	XM_042698 
216958_s_at	Hs.513646	isovaleryl Coenzyme A dehydrogenase	IVD	NM_002225 
216959_x_at	Hs.21422	neuronal cell adhesion molecule	NRCAM	NM_005010 
216960_s_at	Hs.472221	zinc finger protein 133 (clone pHZ-13)	ZNF133	NM_003434 
216961_s_at	Hs.462086	RPA interacting protein	RIP	NM_001033002 /// NM_032308 
216962_at	Hs.462086	RPA interacting protein	RIP	NM_001033002 /// NM_032308 
216963_s_at	Hs.134974	growth associated protein 43	GAP43	NM_002045 
216964_at	---	---	---	--- 
216965_x_at	Hs.440414	spastic paraplegia 20, spartin (Troyer syndrome)	SPG20	NM_015087 
216966_at	Hs.411312	integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41B)	ITGA2B	NM_000419 
216967_at	Hs.134974	growth associated protein 43	GAP43	NM_002045 
216968_at	Hs.119983	mannan-binding lectin serine peptidase 2	MASP2	NM_006610 /// NM_139208 
216969_s_at	Hs.119324	kinesin family member 22	KIF22	NM_007317 
216970_at	Hs.130171	regulator of G-protein signalling 7	RGS7	NM_002924 
216971_s_at	Hs.434248	plectin 1, intermediate filament binding protein 500kDa	PLEC1	NM_000445 /// NM_201378 /// NM_201379 /// NM_201380 /// NM_201381 /// NM_201382 /// NM_201383 /// NM_201384 
216972_at	Hs.121494	sperm adhesion molecule 1 (PH-20 hyaluronidase, zona pellucida binding)	SPAM1	NM_003117 /// NM_153189 
216973_s_at	Hs.436181	homeo box B7	HOXB7	NM_004502 
216974_at	Hs.1048	KIT ligand	KITLG	NM_000899 /// NM_003994 
216975_x_at	Hs.79564	neuronal PAS domain protein 1	NPAS1	NM_002517 
216976_s_at	Hs.245869	RYK receptor-like tyrosine kinase	RYK	NM_001005861 /// NM_002958 
216977_x_at	Hs.559321	small nuclear ribonucleoprotein polypeptide A'	SNRPA1	NM_003090 
216978_x_at	Hs.259831	Actin-like 6B	ACTL6B	NM_016188 
216979_at	Hs.279522	nuclear receptor subfamily 4, group A, member 3	NR4A3	NM_006981 /// NM_173198 /// NM_173199 /// NM_173200 
216980_s_at	Hs.461934	sialophorin (gpL115, leukosialin, CD43)	SPN	NM_001030288 /// NM_003123 
216981_x_at	Hs.461934	sialophorin (gpL115, leukosialin, CD43)	SPN	NM_001030288 /// NM_003123 
216982_x_at	Hs.259831	Actin-like 6B	ACTL6B	NM_016188 
216983_s_at	Hs.549077	zinc finger protein 224	ZNF224	NM_013398 
216984_x_at	Hs.567242	Immunoglobulin lambda joining 3	IGLC2	--- 
216985_s_at	Hs.408061	syntaxin 3A	STX3A	NM_004177 
216986_s_at	Hs.401013	interferon regulatory factor 4	IRF4	NM_002460 
216987_at	Hs.401013	interferon regulatory factor 4	IRF4	NM_002460 
216988_s_at	Hs.470477	protein tyrosine phosphatase type IVA, member 2	PTP4A2	NM_003479 /// NM_080391 /// NM_080392 
216989_at	Hs.121494	sperm adhesion molecule 1 (PH-20 hyaluronidase, zona pellucida binding)	SPAM1	NM_003117 /// NM_153189 
216990_at	Hs.473648	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase	GART	NM_000819 /// NM_175085 
216991_at	Hs.549077	zinc finger protein 224	ZNF224	NM_013398 
216992_s_at	Hs.449625	glutamate receptor, metabotropic 8	GRM8	NM_000845 
216993_s_at	Hs.390171	collagen, type XI, alpha 2	COL11A2	NM_080679 /// NM_080680 /// NM_080681 
216994_s_at	Hs.535845	runt-related transcription factor 2	RUNX2	NM_001015051 /// NM_001024630 /// NM_004348 
216995_x_at	Hs.279474	makorin, ring finger protein, 2	MKRN2	NM_014160 
216996_s_at	Hs.84429	KIAA0971	KIAA0971	NM_014929 
216997_x_at	Hs.444213	transducin-like enhancer of split 4 (E(sp1) homolog, Drosophila)	TLE4	NM_007005 
216998_s_at	Hs.369765	ADAM metallopeptidase domain 5	ADAM5	NR_001448 
216999_at	Hs.127826	erythropoietin receptor	EPOR	NM_000121 
217000_at	---	---	---	--- 
217001_x_at	Hs.351874	major histocompatibility complex, class II, DO alpha	HLA-DOA	NM_002119 
217002_s_at	Hs.413899	5-hydroxytryptamine (serotonin) receptor 3A	HTR3A	NM_000869 /// NM_213621 
217003_s_at	Hs.369765	ADAM metallopeptidase domain 5	ADAM5	NR_001448 
217004_s_at	Hs.387262	MCF.2 cell line derived transforming sequence	MCF2	NM_005369 
217005_at	Hs.213289	Low density lipoprotein receptor (familial hypercholesterolemia)	LDLR	NM_000527 
217006_x_at	---	---	---	--- 
217007_s_at	Hs.312098	ADAM metallopeptidase domain 15 (metargidin)	ADAM15	NM_003815 /// NM_207191 /// NM_207194 /// NM_207195 /// NM_207196 /// NM_207197 
217008_s_at	Hs.475336	glutamate receptor, metabotropic 7	GRM7	NM_000844 /// NM_181874 /// NM_181875 
217009_at	Hs.367727	phosphoglycerate kinase 2	PGK2	NM_138733 
217010_s_at	Hs.656	cell division cycle 25C	CDC25C	NM_001790 /// NM_022809 
217011_at	Hs.512551	similar to gastrulation brain homeobox 1 /// similar to gastrulation brain homeobox 1	LOC392152 /// LOC442747	XM_373219 /// XM_499494 
217012_at	Hs.160063	FLJ16124 protein	FLJ16124	NM_001004345 
217013_at	Hs.533141	similar to alpha-2-glycoprotein 1, zinc; Alpha-2-glycoprotein, zinc /// similar to Zinc-alpha-2-glycoprotein precursor (Zn-alpha-2-glycoprotein) (Zn-alpha-2-GP) /// similar to Zinc-alpha-2-glycoprotein precursor (Zn-alpha-2-glycoprotein) (Zn-alpha-2-GP) // ... truncated at 256 characters	LOC392965 /// LOC401393 /// LOC402571 /// LOC442606	XM_374637 /// XM_376658 /// XM_379897 /// XM_499352 
217014_s_at	Hs.546239	alpha-2-glycoprotein 1, zinc	AZGP1	NM_001185 
217015_at	Hs.555890	retinoblastoma binding protein 4	RBBP4	NM_005610 
217016_x_at	Hs.306885	hypothetical LOC389177	FLJ23172	XM_371680 
217017_at	Hs.150122	oxysterol binding protein-like 10	OSBPL10	NM_017784 
217018_at	---	---	---	--- 
217019_at	Hs.446628	ribosomal protein S4, X-linked	RPS4X	NM_001007 
217020_at	Hs.436538	retinoic acid receptor, beta	RARB	NM_000965 /// NM_016152 
217021_at	Hs.465413	cytochrome b-5	CYB5	NM_001914 /// NM_148923 
217022_s_at	Hs.558339	immunoglobulin heavy constant alpha 1 /// immunoglobulin heavy constant alpha 2 (A2m marker) /// hypothetical protein MGC27165	IGHA1 /// IGHA2 /// MGC27165	--- 
217023_x_at	---	tryptase alpha/beta 1	TPSAB1	NM_003294 
217024_x_at	Hs.128846	protein tyrosine phosphatase, non-receptor type substrate 1	PTPNS1	NM_080792 
217025_s_at	Hs.130316	drebrin 1	DBN1	NM_004395 /// NM_080881 
217026_at	Hs.489786	cystic fibrosis transmembrane conductance regulator, ATP-binding cassette (sub-family C, member 7)	CFTR	NM_000492 
217027_x_at	Hs.532793	karyopherin (importin) beta 1	KPNB1	NM_002265 
217028_at	Hs.421986	chemokine (C-X-C motif) receptor 4	CXCR4	NM_001008540 /// NM_003467 
217029_at	Hs.159428	BCL2-associated X protein	BAX	NM_004324 /// NM_138761 /// NM_138762 /// NM_138763 /// NM_138764 /// NM_138765 
217030_at	Hs.238889	Unc-5 homolog D (C. elegans)	UNC5D	NM_080872 
217031_at	Hs.272336	keratin, hair, basic, 4	KRTHB4	NM_033045 
217032_at	Hs.494075	forkhead box D4-like 1	FOXD4L1	NM_012184 
217033_x_at	Hs.410969	neurotrophic tyrosine kinase, receptor, type 3	NTRK3	NM_001007156 /// NM_001012338 /// NM_002530 
217034_at	Hs.560823	IG light chain V-region, VK gene	---	--- 
217035_at	Hs.158949	Similar to Ig heavy chain V-I region HG3 precursor	V-set and immunoglobulin domain containing 6	XM_370835 
217036_at	Hs.559330	IGK mRNA for immunoglobulin kappa light chain VLJ region, partial cds, clone:K142	---	--- 
217037_at	Hs.567433	HBGT mRNA, partial sequence	---	--- 
217038_at	---	---	---	--- 
217039_x_at	Hs.510635	Immunoglobulin heavy constant mu	IGHG3	--- 
217040_x_at	Hs.95582	SRY (sex determining region Y)-box 15	SOX15	NM_006942 
217041_at	Hs.91622	neuronal pentraxin receptor	NPTXR	NM_014293 /// NM_058178 
217042_at	Hs.226007	retinol dehydrogenase 11 (all-trans and 9-cis)	RDH11	NM_016026 
217043_s_at	Hs.478383	mitofusin 1	MFN1	NM_017927 /// NM_033540 
217044_s_at	Hs.509637	pleckstrin homology domain containing, family G (with RhoGef domain) member 3	PLEKHG3	NM_015549 
217045_x_at	Hs.194721	natural cytotoxicity triggering receptor 2	NCR2	NM_004828 
217046_s_at	Hs.184	advanced glycosylation end product-specific receptor	AGER	NM_001136 /// NM_172197 
217047_s_at	Hs.97270	family with sequence similarity 13, member A1	FAM13A1	NM_001015045 /// NM_014883 
217048_at	Hs.433795	SHC (Src homology 2 domain containing) transforming protein 1	SHC1	NM_003029 /// NM_183001 
217049_x_at	Hs.567304	protocadherin 11 Y-linked	PCDH11Y	NM_032971 /// NM_032972 /// NM_032973 
217050_at	---	early lymphoid activation protein	EPAG	--- 
217051_s_at	Hs.404263	Synovial sarcoma translocation, chromosome 18	SS18	NM_001007559 /// NM_005637 
217052_x_at	---	---	---	--- 
217053_x_at	Hs.22634	ets variant gene 1	ETV1	NM_004956 
217054_at	Hs.489354	Mucin 3A, intestinal	MUC3B	XM_168578 /// XM_374501 
217055_x_at	Hs.567433	HBGT mRNA, partial sequence	---	--- 
217056_at	Hs.121492 /// Hs.512100 /// Hs.533995 /// Hs.534433 /// Hs.546379	Vd7 gene for T-cell receptor V-delta-7 /// T-cell receptor active alpha-chain V-region (V-J-C) mRNA, partial cds, clone AF211 /// T-cell receptor alpha chain (TCRA) mRNA (HLA-A1, 24; B7, 8; DR 1, 3) /// T cell receptor alpha locus /// TCRA PS7 mRNA	TRA@	--- 
217057_s_at	Hs.125898	GNAS complex locus	GNAS	NM_000516 /// NM_016592 /// NM_080425 /// NM_080426 
217058_at	Hs.125898	GNAS complex locus	GNAS	NM_000516 /// NM_016592 /// NM_080425 /// NM_080426 
217059_at	Hs.103944	mucin 7, salivary	MUC7	NM_152291 
217060_at	Hs.521251	T cell receptor beta chain variable region (TCRB) mRNA, 5' end	---	--- 
217061_s_at	Hs.22634	ets variant gene 1	ETV1	NM_004956 
217062_at	---	---	---	--- 
217063_x_at	Hs.546379	T-cell receptor alpha chain (TCRA) mRNA (HLA-A1, 24; B7, 8; DR 1, 3)	---	--- 
217065_at	Hs.546379	T-cell receptor alpha chain (TCRA) mRNA (HLA-A1, 24; B7, 8; DR 1, 3)	---	--- 
217066_s_at	Hs.546249	dystrophia myotonica-protein kinase	DMPK	NM_004409 
217067_s_at	Hs.128556	dentin matrix acidic phosphoprotein	DMP1	NM_004407 
217068_at	Hs.444957	ATPase, aminophospholipid transporter-like, Class I, type 8A, member 2	ATP8A2	NM_016529 
217069_at	Hs.92236	myeloid/lymphoid or mixed-lineage leukemia 4	MLL4	NM_014727 
217070_at	Hs.214142	5,10-methylenetetrahydrofolate reductase (NADPH)	MTHFR	NM_005957 
217071_s_at	Hs.214142	5,10-methylenetetrahydrofolate reductase (NADPH)	MTHFR	NM_005957 
217072_at	Hs.9688	CD300A antigen	CD300A	NM_007261 
217073_x_at	Hs.559009	apolipoprotein A-I /// similar to Apolipoprotein A-I precursor (Apo-AI)	APOA1 /// LOC440837	NM_000039 /// XM_496536 
217074_at	Hs.433337	spermine oxidase	SMOX	NM_019025 /// NM_175839 /// NM_175840 /// NM_175841 /// NM_175842 
217075_x_at	---	---	---	--- 
217076_s_at	---	---	---	--- 
217077_s_at	Hs.198612	G protein-coupled receptor 51	GPR51	NM_005458 
217078_s_at	Hs.9688	CD300A antigen	CD300A	NM_007261 
217079_at	Hs.550143	Unknown protein	---	--- 
217080_s_at	Hs.93564	homer homolog 2 (Drosophila)	HOMER2	NM_004839 /// NM_199330 /// NM_199331 /// NM_199332 
217081_at	Hs.529493	olfactory receptor, family 2, subfamily H, member 2	OR2H2	NM_007160 
217082_at	Hs.550143	Unknown protein	---	--- 
217083_at	Hs.535413	IgG heavy chain variable region (Vh26)	---	--- 
217084_at	Hs.535413	IgG heavy chain variable region (Vh26)	---	--- 
217085_at	Hs.135642	Solute carrier family 14 (urea transporter), member 2	SLC14A2	NM_007163 
217086_at	Hs.96094	cholinergic receptor, nicotinic, beta polypeptide 3	CHRNB3	NM_000749 
217087_at	Hs.547272	chromosome 1 open reading frame 68	C1orf68	--- 
217088_s_at	Hs.97084	natural cytotoxicity triggering receptor 1	NCR1	NM_004829 
217090_at	Hs.98848	ADAM metallopeptidase domain 3a (cyritestin 1)	ADAM3A	NR_001569 
217091_at	---	---	---	--- 
217092_x_at	Hs.455134	ribosomal protein L7 /// similar to ribosomal protein L7 /// similar to ribosomal protein L7 /// similar to 60S ribosomal protein L7 /// similar to 60S ribosomal protein L7 /// similar to 60S ribosomal protein L7	RPL7 /// LOC90193 /// LOC388401 /// LOC389305 /// LOC392550 /// LOC439954	NM_000971 /// XM_029805 /// XM_371068 /// XM_371757 /// XM_495801 /// XM_498391 
217093_at	Hs.78224	ribonuclease, RNase A family, 1 (pancreatic)	RNASE1	NM_002933 /// NM_198232 /// NM_198234 /// NM_198235 
217094_s_at	Hs.472509	itchy homolog E3 ubiquitin protein ligase (mouse)	ITCH	NM_031483 
217095_x_at	Hs.97084	natural cytotoxicity triggering receptor 1	NCR1	NM_004829 
217096_at	Hs.12376	piccolo (presynaptic cytomatrix protein)	PCLO	XM_168530 /// XM_291247 /// XM_374484 
217097_s_at	Hs.203965	putative homeodomain transcription factor 2	PHTF2	NM_020432 
217098_s_at	Hs.134816	zinc finger protein 96	ZNF96	NM_014724 
217099_s_at	Hs.499620	gem (nuclear organelle) associated protein 4	GEMIN4	NM_015721 
217100_s_at	Hs.518524	KIAA0794 protein	KIAA0794	XM_087353 
217101_at	Hs.112949	chromosome 1 open reading frame 34	C1orf34	XM_375729 
217102_at	Hs.348346	malignancy-associated protein	MAG	--- 
217103_at	Hs.213289	Low density lipoprotein receptor (familial hypercholesterolemia)	LDLR	NM_000527 
217104_at	Hs.534771	similar to cervical cancer suppressor-1	LOC400410	XM_375224 
217105_at	Hs.348346	malignancy-associated protein	MAG	--- 
217106_x_at	Hs.533222	dimethyladenosine transferase	HSA9761	NM_014473 
217107_at	---	---	---	--- 
217108_at	---	---	---	--- 
217109_at	Hs.369646	mucin 4, tracheobronchial	MUC4	NM_004532 /// NM_018406 /// NM_138297 /// NM_138298 /// NM_138299 
217110_s_at	Hs.369646	mucin 4, tracheobronchial	MUC4	NM_004532 /// NM_018406 /// NM_138297 /// NM_138298 /// NM_138299 
217111_at	Hs.508343	alpha-methylacyl-CoA racemase	AMACR	NM_014324 /// NM_203382 
217112_at	Hs.1976	platelet-derived growth factor beta polypeptide (simian sarcoma viral (v-sis) oncogene homolog)	PDGFB	NM_002608 /// NM_033016 
217113_at	Hs.508343	alpha-methylacyl-CoA racemase	AMACR	NM_014324 /// NM_203382 
217114_at	Hs.246112	activating signal cointegrator 1 complex subunit 3-like 1	ASCC3L1	NM_014014 
217115_at	---	---	---	--- 
217117_x_at	Hs.554764	mucin 3A, intestinal	MUC3A	XM_374502 
217118_s_at	Hs.369682	chromosome 22 open reading frame 9	C22orf9	NM_001009880 /// NM_015264 
217119_s_at	Hs.198252	chemokine (C-X-C motif) receptor 3	CXCR3	NM_001504 
217120_s_at	Hs.407604	cofactor required for Sp1 transcriptional activation, subunit 2, 150kDa	CRSP2	NM_004229 
217121_at	Hs.370267	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase	TNKS	NM_003747 
217122_s_at	Hs.551612	solute carrier family 35, member E2	SLC35E2	NM_182838 
217123_x_at	---	pro-melanin-concentrating hormone-like 1	PMCHL1	NM_031887 
217124_at	Hs.520627	IQ motif containing E	IQCE	NM_152558 
217125_at	---	---	---	--- 
217126_at	Hs.540336	Kpni repeat mrna (cdna clone pcd-kpni-8), 3' end	---	--- 
217127_at	Hs.19904	cystathionase (cystathionine gamma-lyase)	CTH	NM_001902 /// NM_153742 
217128_s_at	Hs.199068	calcium/calmodulin-dependent protein kinase IG	CAMK1G	NM_020439 
217129_at	---	---	---	--- 
217130_at	---	chromosome 9 open reading frame 33	C9orf33	--- 
217131_at	---	---	---	--- 
217132_at	Hs.555103	Clone 24587 mRNA sequence	---	--- 
217133_x_at	Hs.1360	cytochrome P450, family 2, subfamily B, polypeptide 6	CYP2B6	NM_000767 
217134_at	Hs.193268	methylthioadenosine phosphorylase	MTAP	NM_002451 
217135_x_at	---	---	---	--- 
217136_at	Hs.523569	peptidylprolyl isomerase A (cyclophilin A)-like 4	PPIAL4	NM_178230 
217137_x_at	Hs.540336	Kpni repeat mrna (cdna clone pcd-kpni-8), 3' end	---	--- 
217138_x_at	Hs.567242	Immunoglobulin lambda joining 3	IGLC2	--- 
217139_at	Hs.202085	voltage-dependent anion channel 1	VDAC1	NM_003374 
217140_s_at	Hs.202085	voltage-dependent anion channel 1	VDAC1	NM_003374 
217141_at	Hs.560251	BTB (POZ) domain containing 7	BTBD7	NM_001002860 /// NM_018167 
217142_at	---	---	---	--- 
217143_s_at	Hs.508880	T cell receptor alpha locus /// T cell receptor delta locus	TRA@ /// TRD@	--- 
217144_at	Hs.356190	ubiquitin B	UBB	NM_018955 
217145_at	---	---	---	--- 
217146_at	Hs.535903	jerky homolog (mouse)	JRK	NM_003724 
217147_s_at	Hs.138701	T cell receptor associated transmembrane adaptor 1	TRAT1	NM_016388 
217148_x_at	---	immunoglobulin lambda variable 2-14	IGLV2-14	--- 
217149_x_at	Hs.203420	tyrosine kinase, non-receptor, 1	TNK1	NM_003985 
217150_s_at	Hs.187898	neurofibromin 2 (bilateral acoustic neuroma)	NF2	NM_000268 /// NM_016418 /// NM_181825 /// NM_181826 /// NM_181827 /// NM_181828 /// NM_181829 /// NM_181830 /// NM_181831 /// NM_181832 /// NM_181833 /// NM_181834 /// NM_181835 
217151_at	---	---	---	--- 
217152_at	Hs.462323	Nuclear receptor co-repressor 1	NCOR1	NM_006311 
217153_at	Hs.138860	Rho GTPase activating protein 1	ARHGAP1	NM_004308 
217154_s_at	Hs.1408	endothelin 3	EDN3	NM_000114 /// NM_207032 /// NM_207033 /// NM_207034 
217155_at	---	---	---	--- 
217156_at	---	---	---	--- 
217157_x_at	Hs.559330	IGK mRNA for immunoglobulin kappa light chain VLJ region, partial cds, clone:K142	---	--- 
217158_at	---	similar to tumor suppressor deleted in oral cancer-related 1	LOC401525	XM_376869 
217159_x_at	Hs.274470	sialic acid binding Ig-like lectin 7	SIGLEC7	NM_014385 /// NM_016543 
217160_at	Hs.458252	testis specific protein, Y-linked 1	TSPY1	NM_003308 
217161_x_at	Hs.2159	aggrecan 1 (chondroitin sulfate proteoglycan 1, large aggregating proteoglycan, antigen identified by monoclonal antibody A0122)	AGC1	NM_001135 /// NM_013227 
217162_at	---	testis specific protein, Y-linked 1	TSPY1	NM_003308 
217163_at	Hs.208124	Estrogen receptor 1	ESR1	NM_000125 
217164_at	---	---	---	--- 
217165_x_at	Hs.513626	metallothionein 1F (functional)	MT1F	NM_005949 
217166_at	---	---	---	--- 
217167_x_at	Hs.1466	glycerol kinase	GK	NM_000167 /// NM_203391 
217168_s_at	Hs.146393	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1	HERPUD1	NM_001010989 /// NM_001010990 /// NM_014685 
217169_at	Hs.448957 /// Hs.510635 /// Hs.525872 /// Hs.535413 /// Hs.549044 /// Hs.558980 /// Hs.560821	IgG heavy chain variable region (Vh26) /// (clone TR1.3VH) anti-thyroid peroxidase monoclonal autoantibody IgH chain, V region /// (fetal) Ig rearranged H-chain VDJ-region mRNA, clone 60P2 /// Germline transcript of Ig heavy chain variable region (V) /// I ... truncated at 256 characters	IGHG3 /// MGC27165	--- 
217170_at	Hs.495000	T-cell receptor active alpha-chain V-region (V-J-C) mRNA, partial cds, clone AA17	---	--- 
217171_at	Hs.498173	sphingomyelin phosphodiesterase 1, acid lysosomal (acid sphingomyelinase)	SMPD1	NM_000543 /// NM_001007593 
217172_at	---	---	---	--- 
217173_s_at	Hs.213289	low density lipoprotein receptor (familial hypercholesterolemia)	LDLR	NM_000527 
217174_s_at	Hs.446376	adenomatosis polyposis coli 2	APC2	NM_005883 
217175_at	Hs.150207	UDP glucuronosyltransferase 2 family, polypeptide B15	UGT2B15	NM_001076 
217176_s_at	Hs.370424	zinc finger protein, X-linked	ZFX	NM_003410 
217177_s_at	Hs.434375	Protein tyrosine phosphatase, receptor type, B	PTPRB	NM_002837 
217178_at	Hs.1497	retinoic acid receptor, gamma	RARG	NM_000966 
217179_x_at	Hs.547596	(clone 9F2L) Ig rearranged L-chain mRNA V-region, 5' end	---	--- 
217180_at	Hs.547596	(clone 9F2L) Ig rearranged L-chain mRNA V-region, 5' end	---	--- 
217181_at	---	---	---	--- 
217182_at	---	mucin 5, subtypes A and C, tracheobronchial/gastric	MUC5AC	XM_495859 /// XM_495860 
217183_at	Hs.213289	low density lipoprotein receptor (familial hypercholesterolemia)	LDLR	NM_000527 
217184_s_at	Hs.434481	leukocyte tyrosine kinase	LTK	NM_002344 /// NM_206961 
217185_s_at	Hs.7165	zinc finger protein 259	ZNF259	NM_003904 
217186_at	Hs.520310	MRNA sequence	---	--- 
217187_at	Hs.534332	mucin 5, subtypes A and C, tracheobronchial/gastric	MUC5AC	XM_495859 /// XM_495860 
217188_s_at	Hs.15106	chromosome 14 open reading frame 1	C14orf1	NM_007176 
217189_s_at	Hs.270775	chromosome 1 open reading frame 16	C1orf16	NM_014837 /// NM_173156 /// NM_201568 /// NM_201569 
217190_x_at	Hs.208124	estrogen receptor 1	ESR1	NM_000125 
217191_x_at	---	---	---	--- 
217192_s_at	Hs.436023	PR domain containing 1, with ZNF domain	PRDM1	NM_001198 /// NM_182907 
217193_x_at	Hs.561078	Rearranged Humigla1L1 gene encoding IgG light chain	---	--- 
217194_at	Hs.555904	RAS protein activator like 2	RASAL2	NM_004841 /// NM_170692 
217195_at	---	---	---	--- 
217196_s_at	Hs.23585	calmodulin regulated spectrin-associated protein 1-like 1	CAMSAP1L1	NM_203459 
217197_x_at	Hs.161220	hypothetical gene CG018	CG018	NM_052818 
217198_x_at	Hs.567449	immunoglobulin heavy locus /// immunoglobulin heavy constant delta /// immunoglobulin heavy constant gamma 1 (G1m marker)	IGH@ /// IGHD /// IGHG1	--- 
217199_s_at	Hs.530595	signal transducer and activator of transcription 2, 113kDa	STAT2	NM_005419 
217200_x_at	Hs.355264	cytochrome b-561	CYB561	NM_001017916 /// NM_001017917 /// NM_001017918 /// NM_001915 
217201_at	Hs.555904	RAS protein activator like 2	RASAL2	NM_004841 /// NM_170692 
217202_s_at	Hs.518525	glutamate-ammonia ligase (glutamine synthetase)	GLUL	NM_001033044 /// NM_001033056 /// NM_002065 
217203_at	---	---	---	--- 
217204_at	Hs.225836	Mitochondrial translational release factor 1-like	MTRF1L	NM_019041 
217205_at	---	---	---	--- 
217206_at	---	---	---	--- 
217207_s_at	Hs.225949	butyrophilin-like 3	BTNL3	NM_006707 /// NM_197975 
217208_s_at	Hs.292549	discs, large homolog 1 (Drosophila)	DLG1	NM_004087 
217209_at	---	---	---	--- 
217210_at	---	---	---	--- 
217211_at	---	---	---	--- 
217212_s_at	Hs.558899	interleukin 9 receptor /// similar to interleukin 9 receptor	IL9R /// LOC400481	NM_002186 /// NM_176786 /// XM_375284 
217213_at	Hs.78036	solute carrier family 6 (neurotransmitter transporter, noradrenalin), member 2	SLC6A2	NM_001043 
217214_s_at	Hs.78036	solute carrier family 6 (neurotransmitter transporter, noradrenalin), member 2	SLC6A2	NM_001043 
217215_s_at	---	---	---	--- 
217216_x_at	Hs.279843	mutL homolog 3 (E. coli)	MLH3	NM_014381 
217217_at	Hs.145288 /// Hs.549493	Isolate Black93 immunoglobulin heavy chain variable region (IGVH) /// Immunoglobulin epsilon chain	---	--- 
217218_at	Hs.203099	KIAA0261	KIAA0261	NM_015045 
217219_at	Hs.561893	DKFZP434A062 protein	DKFZP434A062	--- 
